020D042E53E7E66848257F2D000FBB8A,杭府纪要〔2015〕107号,杭州市人民政府关于杭州市方志馆提升改造工程有关问题的专题会议纪要,"20160101T105150,50+08","20161220T194646,83+08",归档,1,0,"['杭府纪要〔2015〕107号.cebx', '杭府纪要〔2015〕107号.doc']"
2CB0C2BA4DBE0CA348257F3000189318,杭州市率先基本实现气象现代化试点工作领导小组简报〔2015〕7号,简报：杭州市率先基本实现气象现代化试点工作领导小组简报 第7期(总40期),"20160104T122825,20+08","20161220T194646,85+08",草稿,1,0,杭州市气象现代化试点简报2015第7期（总第40期）.doc
268355D0FA7E400C48257F3000189323,今日要情〔2015〕249号,刊物：今日要情第249期(总第2493期) ,"20160104T122825,31+08","20161220T194646,87+08",草稿,1,0,今日要情249.doc
BC84274CD2AE79DA48257F3000189328,每日动态〔2015〕249号,刊物：每日动态第249期(总第4490期)  ,"20160104T122825,36+08","20161220T194646,89+08",草稿,1,0,动态2015-249期.doc
E614D747280C623148257F300018932D,参阅〔2015〕43号,刊物：参阅第43期(总第2047期)  临安市全力打造投融资创新平台积极探索财政支持经济新方式,"20160104T122825,41+08","20161220T194646,91+08",草稿,1,0,参阅2015-43期.doc
86AA3E261735143848257F3000189331,国际峰会专刊〔2015〕22号,刊物：国际峰会专刊第22期(总第22期) 江干区峰会保障“奋战”系列专项行动首战告捷,"20160104T122825,45+08","20161220T194646,93+08",草稿,1,0,国际峰会专刊（22）.doc
B03F38B2E1F58F0C48257F3000189338,今日要情〔2015〕248号,刊物：今日要情第248期(总第2492期) ,"20160104T122825,52+08","20161220T194646,95+08",草稿,1,0,今日要情248.doc
95AFBC5A92539EE148257F300018933E,每日动态〔2015〕248号,刊物：每日动态第248期(总第4489期)  ,"20160104T122825,58+08","20161220T194646,97+08",草稿,1,0,动态2015-248期.doc
748398FB2F7789E848257F3000189345,杭州政务普刊〔2015〕151号,刊物：杭州政务普刊第151期(总第4804期)  ,"20160104T122825,65+08","20161220T194646,99+08",草稿,1,0,普刊201512-30-151.doc
717B45446708927C48257F300018934C,情况交流〔2015〕146号,刊物：情况交流第146期(总第1410期) 市残联全方位打造残疾儿童抢救性康复救助管理服务体系“杭州样板”,"20160104T122825,72+08","20161220T194647,01+08",草稿,1,0,情况交流（专报发）146.doc
85BC030E9D85CD1048257F300023AB89,〔2016〕号,2016年1月份全市重要会议活动预安排,"20160104T142936,73+08","20161220T194647,03+08",归档,1,0,ReceiveFile_48257F300023AB51.doc
67421B0B36E99E3548257F300023CC68,〔2016〕号,张鸿铭市长下周活动预安排,"20160104T143100,88+08","20161220T194647,05+08",归档,1,0,ReceiveFile_48257F300023CC2B.doc
4972C23CB4F513B848257F3000241AFA,〔2016〕号,2016年1月4日至1月8日市委常委主要活动预安排,"20160104T143422,02+08","20161220T194647,07+08",归档,1,0,ReceiveFile_48257F3000241A9D.doc
E0361C9ED399341548257F300029459E,情况交流〔2016〕1号,刊物：情况交流第1期(总第1411期) 富阳区铁腕治水保“一江清水入杭城”,"20160104T153047,98+08","20161220T194647,09+08",草稿,1,0,情况交流（专报发）1.doc
6004D40C08B1A4A348257F3000294610,国际峰会专刊〔2016〕23号,"刊物：国际峰会专刊第23期(总第23期) 萧山区推进机场公路沿线整治
打造G20杭州峰会亮丽入口","20160104T153049,12+08","20161220T194647,11+08",草稿,1,0,国际峰会专刊（23）.doc
160C4C896CC397FF48257F3000297C90,〔2016〕号,物产中大集团股份有限公司的感谢信,"20160104T153308,64+08","20180205T201333,61+08",归档,1,0,ReceiveFile_48257F3000297C51.doc
B5FBE388FF94CD8E48257F300029CB8C,杭组干通〔2015〕81号,关于郦仲华等同志职务任免的通知,"20160104T153630,84+08","20180205T201333,69+08",归档,1,0,ReceiveFile_48257F300029CB53.doc
26E6EDF22D5D035648257F300029E29B,〔2016〕号,市领导对《江东大桥收费维稳评估事项协调情况的汇报》的批示,"20160104T153729,87+08","20160413T200059,76+08",归档,1,0,ReceiveFile_48257F300029E27F.doc
